gene,CID,np_score
Upp1,10376005,0.01
Upp1,10020654,0.01
Upp1,10355328,0.01
Upp1,10105551,0.01
Upp1,9998846,0.01
Upp1,10447145,0.01
Upp1,10013550,0.01
Upp1,10357084,0.01
Upp1,134111,0.01
Upp1,10421443,0.01
Upp1,867850,0.01
Upp1,10425623,0.01
Upp1,10083298,0.01
Upp1,10088126,0.01
Upp1,10244911,0.01
Upp1,10264482,0.01
Upp1,10378466,0.01
Upp1,309826,0.01
Upp1,10037196,0.01
Upp1,10399246,0.01
Upp1,10043575,0.01
Upp1,10083951,0.01
Upp1,10042132,0.01
Upp1,11820615,0.01
Upp1,10405457,0.01
Upp1,10105945,0.01
Upp1,236212,0.01
Upp1,309840,0.01
Upp1,11724849,0.01
Upp1,10443433,0.01
Upp1,10472053,0.01
Upp1,9992761,0.01
Upp1,11724432,0.01
Upp1,10265356,0.01
Upp1,10059301,0.01
Upp1,10333549,0.01
Upp1,10041678,0.01
Upp1,10362469,0.01
Upp1,10082445,0.01
Upp1,10082446,0.01
Upp1,10443434,0.01
Upp1,10427831,0.01
Upp1,15209348,0.01
Upp1,10107578,0.01
Upp1,54929,0.01
Upp1,11778100,0.01
Upp1,10105598,0.01
Upp1,10107145,0.01
Upp1,10354131,0.01
Selp,643990,0.0100466940444498
Selp,44345097,0.0100466940444498
Selp,44315666,0.0100466940444498
Selp,44344978,0.0100466940444498
Selp,44345090,0.0100466940444498
Selp,91900644,0.0100466940444498
Sele,643990,0.0100445447559455
Sele,643990,0.0100445447559455
Sele,90664065,0.0100445447559455
Sele,44345090,0.0100445447559455
Sele,44345097,0.0100445447559455
Sele,44344978,0.0100445447559455
Sele,44315666,0.0100445447559455
Sele,3411547,0.0100445447559455
Sele,44283054,0.0100445447559455
Sele,44279132,0.0100445447559455
Sele,10842455,0.0100445447559455
Sele,9809827,0.0100445447559455
Sele,91900644,0.0100445447559455
Sele,91900644,0.0100445447559455
Ptgs2,3715,0.010000826702999
Ptgs2,10766544,0.010000826702999
Ptgs2,4292,0.010000826702999
Ptgs2,10810285,0.010000826702999
Ptgs2,4037,0.010000826702999
Ptgs2,10409583,0.010000826702999
Ptgs2,123131659,0.010000826702999
