gene,CID,np_score
Mme,9977260,0.0100000046110921
Mme,10475044,0.0100000046110921
Mme,44292164,0.0100000046110921
Mme,10474239,0.0100000046110921
Mme,10430040,0.0100000046110921
Mme,44292344,0.0100000046110921
Mme,44292340,0.0100000046110921
Mme,44292370,0.0100000046110921
Mme,10343247,0.0100000046110921
Mme,44292427,0.0100000046110921
Mme,10048056,0.0100000046110921
Mme,11741513,0.0100000046110921
Mme,10098646,0.0100000046110921
Mme,10437345,0.0100000046110921
Mme,10386927,0.0100000046110921
Mme,44292382,0.0100000046110921
Mme,10431880,0.0100000046110921
Mme,44291867,0.0100000046110921
Mme,189858,0.0100000046110921
Mme,10459308,0.0100000046110921
Mme,10068537,0.0100000046110921
Mme,44292398,0.0100000046110921
Mme,9976354,0.0100000046110921
Mme,10000973,0.0100000046110921
Mme,44292252,0.0100000046110921
Mme,9977260,0.0100000046110921
Mme,10367044,0.0100000046110921
Mme,14557662,0.0100000046110921
Mme,3132,0.0100000046110921
Mme,14557663,0.0100000046110921
Mme,9977261,0.0100000046110921
Mme,10094048,0.0100000046110921
