,gene,TBI Subacute vs SControl Log2 fold change,Subacute pval,Subacute padj,Subacute-log10(p_value),Subacute-log10(padj)
4042,Cox14,0.5252938676445602,0.0537193378101827,0.5011888778217136,1.2698693494500113,0.29999857525620394
4043,Cers5,0.0185378732232208,0.9286794631385392,0.9921220791630324,0.03213415835443849,0.0034348852603231653
4044,Lima1,0.0668817106710059,0.7151135413757301,0.9665950774164788,0.1456249980896354,0.01475542092515787
4045,Larp4,-0.1560133522258877,0.449238558456394,0.9010078566594582,0.3475229750148241,0.04527142201874802
4046,Dip2b,-0.7134920224384889,0.0014900849588603,0.0668130730219321,2.826788969096229,1.1751385527070766
4047,Atf1,0.7155992021389731,0.0057264093614813,0.1598827270592907,2.2421176089728703,0.7961984527518049
4048,Slc11a2,-0.3383357037624522,0.1795862185454941,0.7519783070434224,0.7457269941681091,0.12379468768924366
4051,Scn8a,-0.6307167172165633,0.5341385660416114,0.9279044275737282,0.2723460638312987,0.032496752999703275
4052,Nr4a1,0.2328350357111676,0.2100671436893942,0.7823246666547982,0.6776418696799849,0.10661297625636502
4053,Pcdhgc4,-0.1151746168634398,0.5650253989011002,0.9401064155967522,0.247932029428937,0.026822983537897492
4057,Csad,-0.1300065432382176,0.6506441006158057,0.956617728794702,0.1866565036041261,0.019261574701392465
4059,Igfbp6,-1.717503832783911,0.0374864974526506,0.4280726716766895,1.4261251359467577,0.36848249680678247
4061,Prr13,0.3133878576563108,0.2276076857434902,0.8016476690260195,0.642813076988607,0.09601646590369566
4062,Map3k12,-0.4303306657639076,0.1014852779256036,0.6445450077206403,0.993596954592205,0.1907467510456526
4063,Tarbp2,-0.1498880162168889,0.7029730957947722,0.9629348394028008,0.15306129599220936,0.016403100046031148
4064,Npff,-1.31509414398283,0.177601039183495,0.7496744107521996,0.7505544973956092,0.125127313028481
4065,Calcoco1,0.0664579190444317,0.7349696127859267,0.9690095048294082,0.13373061638818978,0.013671963016604676
4067,Sncg,1.4568264672975342,0.1342372386953271,0.6999002801303599,0.8721269900055149,0.15496383266311708
4068,Rttn,-0.1141809949339773,0.7049850266451617,0.9632316557065312,0.15182010700071355,0.0162692531701804
4069,Cdkn1a,0.4865893030239294,0.0101583057200726,0.2257898778318807,1.9931787209676906,0.6462955314114677
4070,Nus1,-0.3578606829653173,0.087160784801449,0.6105878108434577,1.0596788679920484,0.21425186976592542
4072,Cep89,-0.2617166850499495,0.5060204408241933,0.9206940293751544,0.2958319393699852,0.03588467320327945
4074,Mospd1,0.6127698962097985,0.0074915578370312,0.1924839114422808,2.125427863251453,0.7156055646689281
4075,Akirin1,0.1064911003103811,0.6334765540695177,0.9550755741483498,0.19826945438221777,0.019962261780645956
4077,Gtf2ird1,0.0191086139886393,0.9486013427114852,0.995483414974118,0.02291626495530891,0.0019659710411147314
4079,Lrrc71,-0.8064028044587609,0.1442311842275153,0.7175831319117908,0.8409408306447056,0.14412777872055707
4080,Noct,-0.1355902864664559,0.5769351436248391,0.9432106337230004,0.23887300547334647,0.02539131166488783
4081,Abcc1,-0.6005387056912265,0.0321057875861953,0.3980930297285183,1.49341667195078,0.4000154264775527
4082,Ndufa5,0.4645957424307883,0.485320359825127,0.91273893197341,0.313971489079867,0.03965342467461118
4083,Fhl1,-0.3528728910755691,0.4056548599588757,0.8902736941769722,0.3918433165783296,0.0504764589753867
4085,Msrb2,0.2295538261124194,0.3905179997494534,0.8838145282328077,0.4083589438309689,0.05363886373833108
4086,Rfc2,0.0651841686699527,0.8400614918224931,0.9850785834485394,0.07568892276936309,0.006529122805170799
4087,Denr,0.0723824769209716,0.8279325672283311,0.98226620905492,0.08200503383495186,0.007770795863036959
4088,Prmt5,0.0647162351414467,0.8106281775722419,0.9802081250009254,0.09117830418247133,0.008681701916795893
4089,Sympk,0.0717022384289019,0.7787547276740172,0.974786149675392,0.10859930380435587,0.011090650150303414
4094,Nagpa,-0.0458137076488919,0.8511639617561285,0.9867810320736596,0.06998677266860172,0.005779207119993667
4095,Get1,0.17339221265114,0.495619223790562,0.9178396370250336,0.30485185680718013,0.037233191172250386
4096,Ivns1abp,0.5730108648851602,0.037216672999816,0.4273237479312216,1.4292624534084464,0.36924297119193317
4099,Rpp14,0.098545603511372,0.6920605991790286,0.9608882768702168,0.1598558755767907,0.017327105109213255
4102,Slc38a1,-2.4409670228721687,6.117895350025764e-07,0.0001431130952551,6.213397956134448,3.8443206252421542
4103,Gps2,-0.0471466773828134,0.8940913193849883,0.9893980957684074,0.048618121607236525,0.004628929830002894
4104,Bsg,0.6899881531648061,0.0030231203262887,0.106773282332836,2.5195445666815184,0.9715374063621198
4107,Vwa5a,0.0686735922249901,0.7292656983604713,0.9688701290351568,0.13711421337119759,0.01373443349970472
4108,P3h3,-0.8851772373751292,0.0447489414006152,0.4655985592178286,1.3492172340756505,0.33198837226863787
4110,Il15ra,-0.2285874072601441,0.4178099750239864,0.8959635707038881,0.379021195647811,0.04770964811009947
4112,Epb42,-0.0811804603254704,0.8839007015397092,0.989260141421634,0.053596521407310777,0.004689488859884109
4113,Serping1,-1.0545265693300094,0.0001073944132291,0.0103900780156827,3.969018310506872,1.98338119145598
4115,Ccl25,-0.0536660298674615,0.9094241325756426,0.9915306140522956,0.04123352549337299,0.0036938721710079096
4117,Kcnk5,-0.6150354186267667,0.2728465280606712,0.8326512614059894,0.5640815681908425,0.0795368556874648
4119,Parp3,-0.6252642862809785,0.0847486900586955,0.6064134896854141,1.0718670058644297,0.21723114637538238
4121,Slc26a6,0.505043007554758,0.5403815509248242,0.930083606997758,0.2672994865713937,0.03147801012806964
4122,Acy1,0.1067083304758255,0.8067191564382867,0.9792350589101438,0.09327763013195628,0.009113046159857505
4124,Frs3,-0.4904270207260927,0.3648724640391607,0.8768379947241667,0.43785891045579955,0.05708063981141987
4125,Gabrr2,0.4281456409918683,0.6453094184442862,0.9562195816656234,0.19023199621546688,0.01944236697546198
4126,Creld2,0.0856890734597888,0.780667426555818,0.974786149675392,0.10753394124782965,0.011090650150303414
4128,Twf2,0.3285877271768512,0.2239308891416404,0.7973292633324112,0.649885995485339,0.09836229627216861
4129,Bmp15,0.6418163780863858,0.1618641062867089,0.7383283288217661,0.7908494463045312,0.1317504678704488
4130,Zfp605,-0.2183911997999118,0.5792396070175858,0.9432936913228523,0.2371417497786522,0.025353070080344143
4131,Ube2j2,-0.0808404177986395,0.7540044536725378,0.9726251218667568,0.12262608887864111,0.012054517260946687
4133,Marchf5,-0.0220923300438532,0.9208884751248048,0.9915306140522956,0.03579296217082757,0.0036938721710079096
4134,Ache,0.5323399139094053,0.4635261266241992,0.9070165221605158,0.33392578184540034,0.04238480178468245
4135,Dtwd1,0.1170771495870603,0.821963746666226,0.981870752619474,0.08514733692469147,0.007945676284737909
4137,Wfdc1,0.7370952917034449,0.0032578896655877,0.1113183761132914,2.487063627958088,0.9534331376791798
4138,Mx2,-0.2024868721365822,0.4507941388012068,0.9014699539088736,0.3460217392604504,0.045048743782440406
4139,Poc1a,-0.2255980282892171,0.6921373131994843,0.9608882768702168,0.15980773726433595,0.017327105109213255
4140,Trip6,0.0802458329011843,0.8113063155638048,0.9803102215582078,0.090815143270471,0.008636469010338287
4143,Agap3,-0.218532407891545,0.3907858606322252,0.8838145282328077,0.4080611582605598,0.05363886373833108
4144,Tmem176a,-1.6484703341106348,1.4998920961465934e-05,0.0021969914787762,4.823939983433467,2.658171627525394
4149,Nfatc4,-0.3169711550315617,0.3068042839269959,0.8503897679904299,0.5131385806002858,0.07038197394575287
4153,Pisd,-0.0462279919455986,0.8350361418897966,0.9835924197143624,0.07829472705098629,0.007184826912691344
4154,Tpi1,-0.0276098168729149,0.9037113300145048,0.991180930125156,0.0439702728460971,0.003847062181917547
