protein1,protein2,neighborhood,fusion,cooccurence,coexpression,experimental,database,textmining,combined_score,symbol1,symbol2
ENSMUSP00000003521,ENSMUSP00000033342,0.0,0.0,0.0,536.0,767.0,0.0,191.0,904.0,Rps11,Eif3f
ENSMUSP00000003521,ENSMUSP00000002844,119.0,0.0,0.0,774.0,719.0,0.0,361.0,959.0,Rps11,Mrpl2
ENSMUSP00000003521,ENSMUSP00000141377,0.0,0.0,0.0,691.0,836.0,0.0,177.0,954.0,Rps11,Gm6525
ENSMUSP00000003521,ENSMUSP00000007139,119.0,0.0,0.0,289.0,803.0,0.0,191.0,886.0,Rps11,Eif1b
ENSMUSP00000003521,ENSMUSP00000018841,0.0,0.0,0.0,57.0,972.0,0.0,85.0,973.0,Rps11,Aatf
ENSMUSP00000003521,ENSMUSP00000106519,0.0,0.0,0.0,938.0,263.0,0.0,0.0,952.0,Rps11,Tpt1
ENSMUSP00000003521,ENSMUSP00000021929,0.0,0.0,0.0,199.0,766.0,0.0,0.0,804.0,Rps11,Habp4
ENSMUSP00000003521,ENSMUSP00000063894,0.0,0.0,0.0,0.0,559.0,720.0,0.0,871.0,Rps11,Eif2d
ENSMUSP00000003521,ENSMUSP00000132102,0.0,0.0,0.0,943.0,941.0,720.0,578.0,999.0,Rps11,Rps27
ENSMUSP00000003521,ENSMUSP00000023684,0.0,0.0,0.0,916.0,0.0,0.0,98.0,920.0,Rps11,Gart
ENSMUSP00000003521,ENSMUSP00000079379,0.0,0.0,0.0,143.0,833.0,0.0,90.0,858.0,Rps11,Abce1
ENSMUSP00000003521,ENSMUSP00000098053,0.0,0.0,0.0,627.0,833.0,0.0,87.0,938.0,Rps11,Eif3d
ENSMUSP00000003521,ENSMUSP00000032992,0.0,0.0,0.0,308.0,940.0,0.0,57.0,957.0,Rps11,Eif3c
ENSMUSP00000003521,ENSMUSP00000018274,0.0,0.0,0.0,46.0,87.0,800.0,70.0,816.0,Rps11,Csnk1d
ENSMUSP00000003521,ENSMUSP00000059395,0.0,0.0,0.0,289.0,809.0,500.0,118.0,932.0,Rps11,Eif2s3x
ENSMUSP00000003521,ENSMUSP00000110886,0.0,0.0,0.0,882.0,956.0,0.0,479.0,997.0,Rps11,Rpl39
ENSMUSP00000003521,ENSMUSP00000109399,116.0,0.0,0.0,972.0,941.0,0.0,602.0,999.0,Rps11,Rpl9
ENSMUSP00000003521,ENSMUSP00000034827,120.0,0.0,0.0,851.0,911.0,400.0,447.0,995.0,Rps11,Imp3
ENSMUSP00000003521,ENSMUSP00000003386,119.0,0.0,0.0,777.0,716.0,0.0,447.0,965.0,Rps11,Mrpl4
ENSMUSP00000003521,ENSMUSP00000033159,0.0,0.0,0.0,595.0,618.0,0.0,256.0,874.0,Rps11,Ears2
ENSMUSP00000003521,ENSMUSP00000023630,0.0,0.0,0.0,265.0,701.0,0.0,255.0,821.0,Rps11,Psmg1
ENSMUSP00000003521,ENSMUSP00000090926,0.0,0.0,0.0,574.0,803.0,0.0,448.0,949.0,Rps11,Mtif2
ENSMUSP00000003521,ENSMUSP00000053033,119.0,0.0,0.0,777.0,717.0,0.0,361.0,959.0,Rps11,Mrps7
ENSMUSP00000003521,ENSMUSP00000128889,0.0,0.0,0.0,296.0,767.0,0.0,0.0,828.0,Rps11,Fbll1
ENSMUSP00000003521,ENSMUSP00000025215,102.0,0.0,0.0,633.0,560.0,0.0,254.0,877.0,Rps11,Sil1
ENSMUSP00000003521,ENSMUSP00000004379,0.0,0.0,0.0,306.0,911.0,400.0,0.0,959.0,Rps11,Emg1
ENSMUSP00000003521,ENSMUSP00000056855,223.0,0.0,0.0,918.0,978.0,0.0,527.0,999.0,Rps11,Mrps9
ENSMUSP00000003521,ENSMUSP00000025836,102.0,0.0,0.0,664.0,560.0,0.0,254.0,887.0,Rps11,Mrpl11
ENSMUSP00000003521,ENSMUSP00000017548,223.0,0.0,0.0,989.0,990.0,0.0,697.0,999.0,Rps11,Rpl19
ENSMUSP00000003521,ENSMUSP00000020647,0.0,0.0,0.0,816.0,777.0,0.0,377.0,972.0,Rps11,Mrnip
ENSMUSP00000003521,ENSMUSP00000032735,0.0,0.0,0.0,42.0,911.0,400.0,0.0,944.0,Rps11,Mphosph10
ENSMUSP00000003521,ENSMUSP00000045043,0.0,0.0,0.0,74.0,912.0,0.0,0.0,915.0,Rps11,Dnttip2
ENSMUSP00000003521,ENSMUSP00000118787,0.0,0.0,0.0,714.0,964.0,0.0,515.0,994.0,Rps11,Rpl22
ENSMUSP00000003521,ENSMUSP00000050992,84.0,0.0,0.0,577.0,766.0,0.0,172.0,914.0,Rps11,Rpp38
ENSMUSP00000003521,ENSMUSP00000110451,119.0,0.0,0.0,805.0,784.0,0.0,447.0,976.0,Rps11,Fance
ENSMUSP00000003521,ENSMUSP00000048078,0.0,0.0,0.0,69.0,977.0,0.0,195.0,981.0,Rps11,Mrpl47
ENSMUSP00000003521,ENSMUSP00000141419,0.0,0.0,0.0,766.0,721.0,0.0,255.0,947.0,Rps11,Gm8797
ENSMUSP00000003521,ENSMUSP00000079180,0.0,0.0,0.0,984.0,990.0,800.0,687.0,999.0,Rps11,Rps25
ENSMUSP00000003521,ENSMUSP00000047008,0.0,0.0,0.0,850.0,803.0,0.0,447.0,982.0,Rps11,Eif5a
ENSMUSP00000003521,ENSMUSP00000022163,0.0,0.0,0.0,765.0,339.0,0.0,0.0,838.0,Rps11,Btf3
ENSMUSP00000003521,ENSMUSP00000032168,120.0,0.0,0.0,822.0,756.0,0.0,448.0,976.0,Rps11,Sec61a1
ENSMUSP00000003521,ENSMUSP00000021669,0.0,0.0,0.0,120.0,911.0,400.0,0.0,948.0,Rps11,Fcf1
ENSMUSP00000003521,ENSMUSP00000112977,119.0,0.0,0.0,770.0,720.0,0.0,361.0,958.0,Rps11,Mrpl1
ENSMUSP00000003521,ENSMUSP00000035105,66.0,0.0,0.0,981.0,990.0,800.0,533.0,999.0,Rps11,Rpsa
ENSMUSP00000003521,ENSMUSP00000043561,0.0,0.0,0.0,133.0,829.0,0.0,86.0,852.0,Rps11,Mrpl41
ENSMUSP00000003521,ENSMUSP00000045647,61.0,0.0,0.0,0.0,824.0,0.0,334.0,880.0,Rps11,Ybey
ENSMUSP00000003521,ENSMUSP00000023391,0.0,0.0,0.0,195.0,766.0,0.0,165.0,829.0,Rps11,Mrpl40
ENSMUSP00000003521,ENSMUSP00000022909,0.0,0.0,0.0,47.0,917.0,400.0,0.0,948.0,Rps11,Dcaf13
ENSMUSP00000003521,ENSMUSP00000022098,223.0,0.0,0.0,938.0,978.0,0.0,527.0,999.0,Rps11,Mrpl36
ENSMUSP00000003521,ENSMUSP00000054490,120.0,0.0,0.0,969.0,990.0,800.0,795.0,999.0,Rps11,Rps23
ENSMUSP00000003521,ENSMUSP00000157948,119.0,0.0,0.0,973.0,989.0,800.0,711.0,999.0,Rps11,Rps14
ENSMUSP00000003521,ENSMUSP00000030738,0.0,0.0,0.0,166.0,911.0,400.0,0.0,951.0,Rps11,Utp11
ENSMUSP00000003521,ENSMUSP00000152944,0.0,0.0,0.0,986.0,990.0,800.0,805.0,999.0,Rps11,Rps24
ENSMUSP00000003521,ENSMUSP00000023677,61.0,0.0,0.0,896.0,0.0,0.0,525.0,949.0,Rps11,Atp5po
ENSMUSP00000003521,ENSMUSP00000052149,0.0,0.0,0.0,75.0,766.0,400.0,42.0,858.0,Rps11,Utp14b
ENSMUSP00000003521,ENSMUSP00000030138,0.0,0.0,0.0,88.0,972.0,400.0,0.0,983.0,Rps11,Nol6
ENSMUSP00000003521,ENSMUSP00000050289,0.0,0.0,0.0,816.0,803.0,0.0,447.0,978.0,Rps11,Eif5a2
ENSMUSP00000003521,ENSMUSP00000106249,0.0,0.0,0.0,821.0,948.0,0.0,562.0,995.0,Rps11,Rpl36al
ENSMUSP00000003521,ENSMUSP00000056432,116.0,0.0,0.0,691.0,710.0,0.0,319.0,938.0,Rps11,Npsr1
ENSMUSP00000003521,ENSMUSP00000089680,0.0,0.0,0.0,973.0,0.0,0.0,0.0,972.0,Rps11,Naca
ENSMUSP00000003521,ENSMUSP00000004206,0.0,0.0,0.0,590.0,823.0,0.0,261.0,941.0,Rps11,Eif3g
ENSMUSP00000003521,ENSMUSP00000025745,0.0,0.0,0.0,921.0,978.0,0.0,527.0,999.0,Rps11,Mrpl21
ENSMUSP00000003521,ENSMUSP00000104068,0.0,0.0,0.0,987.0,990.0,800.0,742.0,999.0,Rps11,Rps19
ENSMUSP00000003521,ENSMUSP00000058368,0.0,0.0,0.0,986.0,990.0,0.0,117.0,999.0,Rps11,Rpl18a
ENSMUSP00000003521,ENSMUSP00000151305,84.0,0.0,0.0,961.0,991.0,800.0,308.0,999.0,Rps11,Rps12
ENSMUSP00000003521,ENSMUSP00000128915,102.0,0.0,0.0,629.0,560.0,0.0,415.0,902.0,Rps11,Mrpl16
ENSMUSP00000003521,ENSMUSP00000099843,120.0,0.0,0.0,855.0,955.0,0.0,448.0,996.0,Rps11,Rpl35rt
ENSMUSP00000003521,ENSMUSP00000119975,119.0,0.0,0.0,930.0,979.0,800.0,740.0,999.0,Rps11,Rps15a
ENSMUSP00000003521,ENSMUSP00000131489,116.0,0.0,0.0,986.0,990.0,0.0,735.0,999.0,Rps11,Rpl14
ENSMUSP00000003521,ENSMUSP00000007482,0.0,0.0,0.0,110.0,766.0,0.0,149.0,807.0,Rps11,Mrpl49
ENSMUSP00000003521,ENSMUSP00000080854,223.0,0.0,0.0,939.0,990.0,0.0,733.0,999.0,Rps11,Rpl5
ENSMUSP00000003521,ENSMUSP00000100655,0.0,0.0,0.0,817.0,772.0,0.0,120.0,960.0,Rps11,Rpl27rt
ENSMUSP00000003521,ENSMUSP00000099878,0.0,0.0,0.0,988.0,990.0,800.0,676.0,999.0,Rps11,Rps6
ENSMUSP00000003521,ENSMUSP00000114111,120.0,0.0,0.0,850.0,777.0,0.0,447.0,981.0,Rps11,Mrpl24
ENSMUSP00000003521,ENSMUSP00000076503,116.0,0.0,0.0,691.0,653.0,0.0,365.0,931.0,Rps11,Gfm1
ENSMUSP00000003521,ENSMUSP00000026420,0.0,0.0,0.0,990.0,990.0,800.0,563.0,999.0,Rps11,Rps26
ENSMUSP00000003521,ENSMUSP00000104849,42.0,0.0,0.0,0.0,820.0,0.0,0.0,820.0,Rps11,Pelo
ENSMUSP00000003521,ENSMUSP00000015236,0.0,0.0,0.0,127.0,825.0,0.0,0.0,840.0,Rps11,Edf1
ENSMUSP00000003521,ENSMUSP00000018184,0.0,0.0,0.0,109.0,913.0,400.0,0.0,949.0,Rps11,Rrp7a
ENSMUSP00000003521,ENSMUSP00000003946,0.0,0.0,0.0,48.0,820.0,800.0,118.0,965.0,Rps11,Nob1
ENSMUSP00000003521,ENSMUSP00000086852,0.0,0.0,0.0,800.0,942.0,800.0,255.0,998.0,Rps11,Uba52rt
ENSMUSP00000003521,ENSMUSP00000103169,116.0,0.0,0.0,695.0,652.0,0.0,319.0,927.0,Rps11,Med1
ENSMUSP00000003521,ENSMUSP00000092502,120.0,0.0,0.0,969.0,990.0,800.0,830.0,999.0,Rps11,Rps2
ENSMUSP00000003521,ENSMUSP00000033683,120.0,0.0,0.0,974.0,961.0,800.0,356.0,999.0,Rps11,Rps4x
ENSMUSP00000003521,ENSMUSP00000108837,0.0,0.0,0.0,831.0,927.0,0.0,534.0,993.0,Rps11,Rpl36a
ENSMUSP00000003521,ENSMUSP00000046643,0.0,0.0,0.0,69.0,911.0,400.0,0.0,945.0,Rps11,Utp6
ENSMUSP00000003521,ENSMUSP00000022925,0.0,0.0,0.0,489.0,804.0,0.0,97.0,901.0,Rps11,Eif3h
ENSMUSP00000003521,ENSMUSP00000139835,66.0,0.0,0.0,786.0,772.0,0.0,319.0,964.0,Rps11,Gm7073
ENSMUSP00000003521,ENSMUSP00000134615,0.0,0.0,0.0,984.0,990.0,800.0,600.0,999.0,Rps11,Rps28
ENSMUSP00000003521,ENSMUSP00000024620,0.0,0.0,0.0,0.0,910.0,0.0,0.0,910.0,Rps11,Riok2
ENSMUSP00000003521,ENSMUSP00000120075,119.0,0.0,0.0,777.0,720.0,0.0,361.0,960.0,Rps11,Mrps14
ENSMUSP00000003521,ENSMUSP00000036725,66.0,0.0,0.0,691.0,651.0,0.0,319.0,922.0,Rps11,Mrps2
ENSMUSP00000003521,ENSMUSP00000035930,0.0,0.0,0.0,0.0,911.0,0.0,63.0,913.0,Rps11,Nol10
ENSMUSP00000003521,ENSMUSP00000025278,58.0,0.0,0.0,844.0,978.0,0.0,527.0,998.0,Rps11,Mrpl27
ENSMUSP00000003521,ENSMUSP00000147816,58.0,0.0,0.0,988.0,990.0,0.0,719.0,999.0,Rps11,Rpl18
ENSMUSP00000003521,ENSMUSP00000113341,0.0,0.0,0.0,0.0,87.0,800.0,0.0,809.0,Rps11,Csnk1e
ENSMUSP00000003521,ENSMUSP00000027139,0.0,0.0,0.0,67.0,911.0,400.0,0.0,945.0,Rps11,Wdr75
ENSMUSP00000003521,ENSMUSP00000054084,0.0,0.0,0.0,68.0,912.0,400.0,53.0,947.0,Rps11,Heatr1
ENSMUSP00000003521,ENSMUSP00000116492,59.0,0.0,0.0,958.0,356.0,0.0,0.0,972.0,Rps11,Eef1b2
ENSMUSP00000003521,ENSMUSP00000093955,0.0,0.0,0.0,966.0,101.0,0.0,132.0,971.0,Rps11,Eef1g
ENSMUSP00000003521,ENSMUSP00000086614,223.0,0.0,0.0,986.0,991.0,0.0,682.0,999.0,Rps11,Rpl34
ENSMUSP00000003521,ENSMUSP00000060613,0.0,0.0,0.0,77.0,911.0,400.0,51.0,946.0,Rps11,Wdr3
ENSMUSP00000003521,ENSMUSP00000017408,0.0,0.0,0.0,57.0,815.0,0.0,0.0,818.0,Rps11,Exosc10
ENSMUSP00000003521,ENSMUSP00000021306,116.0,0.0,0.0,695.0,653.0,0.0,319.0,927.0,Rps11,Eftud2
ENSMUSP00000003521,ENSMUSP00000079672,120.0,0.0,0.0,960.0,968.0,0.0,448.0,999.0,Rps11,Rpl35
ENSMUSP00000003521,ENSMUSP00000138676,0.0,0.0,0.0,54.0,830.0,0.0,42.0,832.0,Rps11,Pdf
ENSMUSP00000003521,ENSMUSP00000099494,119.0,0.0,0.0,771.0,635.0,0.0,361.0,946.0,Rps11,Polr1b
ENSMUSP00000003521,ENSMUSP00000079163,0.0,0.0,0.0,987.0,990.0,0.0,428.0,999.0,Rps11,Rpl15
ENSMUSP00000003521,ENSMUSP00000025170,0.0,0.0,0.0,79.0,911.0,400.0,0.0,946.0,Rps11,Wdr46
ENSMUSP00000003521,ENSMUSP00000091840,84.0,0.0,0.0,590.0,913.0,400.0,172.0,980.0,Rps11,Snu13
ENSMUSP00000003521,ENSMUSP00000096777,0.0,0.0,0.0,258.0,911.0,500.0,47.0,964.0,Rps11,Eif2s2
ENSMUSP00000003521,ENSMUSP00000113715,116.0,0.0,0.0,691.0,478.0,0.0,99.0,854.0,Rps11,Vezt
ENSMUSP00000003521,ENSMUSP00000045812,0.0,0.0,0.0,80.0,967.0,400.0,151.0,982.0,Rps11,Pwp2
ENSMUSP00000003521,ENSMUSP00000061012,102.0,0.0,0.0,679.0,612.0,0.0,254.0,905.0,Rps11,Hmgn1
ENSMUSP00000003521,ENSMUSP00000020820,119.0,0.0,0.0,782.0,720.0,0.0,361.0,960.0,Rps11,Mrpl22
ENSMUSP00000003521,ENSMUSP00000151689,0.0,0.0,0.0,0.0,812.0,0.0,0.0,812.0,Rps11,Hbs1l
ENSMUSP00000003521,ENSMUSP00000058432,0.0,0.0,0.0,968.0,990.0,800.0,757.0,999.0,Rps11,Rps21
ENSMUSP00000003521,ENSMUSP00000081474,0.0,0.0,0.0,965.0,814.0,0.0,461.0,996.0,Rps11,Rplp2
ENSMUSP00000003521,ENSMUSP00000115722,116.0,432.0,0.0,957.0,969.0,0.0,491.0,999.0,Rps11,Rpl13a
ENSMUSP00000003521,ENSMUSP00000120014,84.0,0.0,0.0,616.0,513.0,0.0,276.0,859.0,Rps11,Nhp2
ENSMUSP00000003521,ENSMUSP00000048377,0.0,0.0,0.0,122.0,911.0,400.0,166.0,955.0,Rps11,Utp4
ENSMUSP00000003521,ENSMUSP00000099925,116.0,0.0,0.0,691.0,651.0,0.0,319.0,926.0,Rps11,Tex48
ENSMUSP00000003521,ENSMUSP00000079340,0.0,0.0,0.0,945.0,955.0,0.0,659.0,999.0,Rps11,Rpl36
ENSMUSP00000003521,ENSMUSP00000034966,119.0,0.0,0.0,982.0,990.0,0.0,592.0,999.0,Rps11,Rpl4
ENSMUSP00000003521,ENSMUSP00000100795,102.0,0.0,0.0,692.0,942.0,0.0,254.0,986.0,Rps11,Rpl10l
ENSMUSP00000003521,ENSMUSP00000029722,0.0,0.0,0.0,987.0,990.0,800.0,753.0,999.0,Rps11,Rps3a1
ENSMUSP00000003521,ENSMUSP00000125746,0.0,0.0,0.0,66.0,931.0,400.0,90.0,960.0,Rps11,Krr1
ENSMUSP00000003521,ENSMUSP00000117461,102.0,0.0,0.0,941.0,991.0,0.0,710.0,999.0,Rps11,Rpl12
ENSMUSP00000003521,ENSMUSP00000032747,0.0,0.0,0.0,0.0,973.0,0.0,0.0,973.0,Rps11,Hddc3
ENSMUSP00000003521,ENSMUSP00000060523,0.0,0.0,0.0,711.0,957.0,720.0,577.0,998.0,Rps11,Rps27rt
ENSMUSP00000003521,ENSMUSP00000156878,0.0,0.0,0.0,816.0,772.0,540.0,447.0,987.0,Rps11,Gm49804
ENSMUSP00000003521,ENSMUSP00000140453,102.0,0.0,0.0,629.0,612.0,0.0,254.0,890.0,Rps11,Gm20379
ENSMUSP00000003521,ENSMUSP00000032888,119.0,0.0,0.0,794.0,785.0,0.0,363.0,971.0,Rps11,Arl6ip1
ENSMUSP00000003521,ENSMUSP00000038580,0.0,0.0,0.0,56.0,911.0,400.0,0.0,945.0,Rps11,Rrp9
ENSMUSP00000003521,ENSMUSP00000121755,0.0,0.0,0.0,815.0,784.0,0.0,90.0,960.0,Rps11,Aknad1
ENSMUSP00000003521,ENSMUSP00000000365,0.0,0.0,0.0,157.0,525.0,720.0,0.0,878.0,Rps11,Mcts1
ENSMUSP00000003521,ENSMUSP00000099909,0.0,0.0,0.0,984.0,990.0,720.0,282.0,999.0,Rps11,Rps27a
ENSMUSP00000003521,ENSMUSP00000032237,0.0,0.0,0.0,0.0,972.0,400.0,0.0,982.0,Rps11,Bms1
ENSMUSP00000003521,ENSMUSP00000032840,119.0,0.0,0.0,774.0,719.0,540.0,361.0,980.0,Rps11,Mrps11
ENSMUSP00000003521,ENSMUSP00000042173,66.0,0.0,0.0,691.0,651.0,0.0,319.0,922.0,Rps11,Ppp1r26
ENSMUSP00000003521,ENSMUSP00000008812,119.0,0.0,0.0,958.0,957.0,800.0,820.0,999.0,Rps11,Rps18
ENSMUSP00000003521,ENSMUSP00000124305,0.0,0.0,0.0,193.0,778.0,0.0,178.0,839.0,Rps11,Selenop
ENSMUSP00000003521,ENSMUSP00000079628,0.0,0.0,0.0,897.0,988.0,800.0,275.0,999.0,Rps11,Rps17
ENSMUSP00000003521,ENSMUSP00000049128,119.0,0.0,0.0,772.0,719.0,0.0,361.0,959.0,Rps11,Cul7
ENSMUSP00000003521,ENSMUSP00000055619,0.0,0.0,0.0,925.0,978.0,0.0,527.0,999.0,Rps11,Mrps16
ENSMUSP00000003521,ENSMUSP00000099962,84.0,0.0,0.0,961.0,963.0,0.0,368.0,999.0,Rps11,Rpl7a
ENSMUSP00000003521,ENSMUSP00000113343,120.0,0.0,0.0,820.0,785.0,0.0,447.0,978.0,Rps11,Mrps10
ENSMUSP00000003521,ENSMUSP00000028592,0.0,0.0,0.0,464.0,767.0,0.0,205.0,892.0,Rps11,Eif3m
ENSMUSP00000003521,ENSMUSP00000052465,0.0,0.0,0.0,101.0,911.0,400.0,0.0,947.0,Rps11,Wdr36
ENSMUSP00000003521,ENSMUSP00000027256,0.0,0.0,0.0,225.0,766.0,0.0,0.0,810.0,Rps11,Mrpl30
ENSMUSP00000003521,ENSMUSP00000025955,0.0,0.0,0.0,299.0,833.0,0.0,226.0,901.0,Rps11,Eif3a
ENSMUSP00000003521,ENSMUSP00000098076,0.0,0.0,0.0,286.0,833.0,0.0,72.0,879.0,Rps11,Eif3b
ENSMUSP00000003521,ENSMUSP00000037613,0.0,0.0,0.0,388.0,767.0,400.0,192.0,921.0,Rps11,Fbl
ENSMUSP00000003521,ENSMUSP00000125806,102.0,0.0,0.0,698.0,942.0,0.0,395.0,989.0,Rps11,Rpl10-ps3
ENSMUSP00000003521,ENSMUSP00000020640,0.0,0.0,0.0,963.0,991.0,0.0,198.0,999.0,Rps11,Rack1
ENSMUSP00000003521,ENSMUSP00000080354,119.0,0.0,0.0,966.0,973.0,0.0,717.0,999.0,Rps11,Rpl3
ENSMUSP00000003521,ENSMUSP00000083705,120.0,0.0,0.0,987.0,990.0,0.0,512.0,999.0,Rps11,Rplp0
ENSMUSP00000003521,ENSMUSP00000048204,0.0,0.0,0.0,124.0,911.0,400.0,0.0,949.0,Rps11,Utp15
ENSMUSP00000003521,ENSMUSP00000095656,223.0,0.0,0.0,914.0,978.0,0.0,703.0,999.0,Rps11,Tufm
ENSMUSP00000003521,ENSMUSP00000123410,63.0,0.0,0.0,955.0,990.0,0.0,409.0,999.0,Rps11,Rpl27a
ENSMUSP00000003521,ENSMUSP00000045841,61.0,0.0,0.0,768.0,618.0,0.0,445.0,947.0,Rps11,Eprs1
ENSMUSP00000003521,ENSMUSP00000102870,116.0,0.0,0.0,969.0,991.0,0.0,736.0,999.0,Rps11,Rpl27
ENSMUSP00000003521,ENSMUSP00000158993,0.0,0.0,0.0,817.0,769.0,0.0,199.0,963.0,Rps11,Rplp2-ps1
ENSMUSP00000003521,ENSMUSP00000099757,0.0,0.0,0.0,986.0,990.0,800.0,806.0,999.0,Rps11,Rps8
ENSMUSP00000003521,ENSMUSP00000106014,0.0,0.0,0.0,989.0,990.0,0.0,676.0,999.0,Rps11,Rpl30
ENSMUSP00000003521,ENSMUSP00000030894,90.0,0.0,0.0,283.0,559.0,0.0,445.0,818.0,Rps11,Lrrc47
ENSMUSP00000003521,ENSMUSP00000028852,120.0,0.0,0.0,819.0,787.0,0.0,447.0,978.0,Rps11,Mrps5
ENSMUSP00000003521,ENSMUSP00000130722,116.0,0.0,0.0,701.0,651.0,0.0,319.0,928.0,Rps11,Mrpl13
ENSMUSP00000003521,ENSMUSP00000136358,0.0,0.0,0.0,981.0,996.0,720.0,521.0,999.0,Rps11,Fau
ENSMUSP00000003521,ENSMUSP00000039110,0.0,0.0,0.0,386.0,963.0,0.0,0.0,976.0,Rps11,Serbp1
ENSMUSP00000003521,ENSMUSP00000010502,116.0,0.0,0.0,816.0,784.0,0.0,317.0,972.0,Rps11,Ifi35
ENSMUSP00000003521,ENSMUSP00000006838,0.0,0.0,0.0,643.0,618.0,0.0,256.0,889.0,Rps11,Qars1
ENSMUSP00000003521,ENSMUSP00000007012,61.0,0.0,0.0,88.0,968.0,0.0,159.0,973.0,Rps11,Sod2
ENSMUSP00000003521,ENSMUSP00000023869,119.0,0.0,0.0,283.0,729.0,0.0,120.0,829.0,Rps11,Denr
ENSMUSP00000003521,ENSMUSP00000078886,102.0,0.0,0.0,629.0,560.0,0.0,254.0,876.0,Rps11,Hspbp1
ENSMUSP00000003521,ENSMUSP00000060858,120.0,0.0,0.0,818.0,416.0,0.0,385.0,934.0,Rps11,Polr1a
ENSMUSP00000003521,ENSMUSP00000099487,0.0,0.0,0.0,354.0,914.0,400.0,269.0,972.0,Rps11,Nop56
ENSMUSP00000003521,ENSMUSP00000157906,0.0,0.0,0.0,817.0,767.0,0.0,285.0,966.0,Rps11,Gm5244
ENSMUSP00000003521,ENSMUSP00000110728,0.0,0.0,0.0,986.0,991.0,0.0,658.0,999.0,Rps11,Rpl35a
ENSMUSP00000003521,ENSMUSP00000007865,0.0,0.0,0.0,117.0,815.0,0.0,0.0,829.0,Rps11,Ccdc124
ENSMUSP00000003521,ENSMUSP00000069004,223.0,0.0,0.0,989.0,990.0,800.0,737.0,999.0,Rps11,Rps15
ENSMUSP00000003521,ENSMUSP00000022960,0.0,0.0,0.0,310.0,833.0,0.0,0.0,879.0,Rps11,Eif3e
ENSMUSP00000003521,ENSMUSP00000047387,84.0,0.0,0.0,761.0,712.0,0.0,399.0,957.0,Rps11,Dock4
ENSMUSP00000003521,ENSMUSP00000069432,0.0,0.0,0.0,77.0,814.0,0.0,0.0,820.0,Rps11,Gcn1
ENSMUSP00000003521,ENSMUSP00000117834,0.0,0.0,0.0,887.0,966.0,0.0,599.0,998.0,Rps11,Rpl29
ENSMUSP00000003521,ENSMUSP00000031617,116.0,0.0,0.0,985.0,990.0,0.0,630.0,999.0,Rps11,Rpl6
ENSMUSP00000003521,ENSMUSP00000048337,0.0,0.0,0.0,87.0,940.0,400.0,253.0,972.0,Rps11,Wdr43
ENSMUSP00000003521,ENSMUSP00000066038,0.0,0.0,0.0,597.0,831.0,0.0,0.0,928.0,Rps11,Eif3k
ENSMUSP00000003521,ENSMUSP00000145350,223.0,0.0,0.0,986.0,990.0,0.0,714.0,999.0,Rps11,Rpl32
ENSMUSP00000003521,ENSMUSP00000110547,61.0,0.0,0.0,928.0,0.0,0.0,48.0,929.0,Rps11,Atp5f1c
ENSMUSP00000003521,ENSMUSP00000127034,0.0,0.0,0.0,429.0,534.0,0.0,466.0,845.0,Rps11,Eif4a1
ENSMUSP00000003521,ENSMUSP00000083146,0.0,0.0,0.0,84.0,815.0,400.0,0.0,889.0,Rps11,Bud23
ENSMUSP00000003521,ENSMUSP00000099653,0.0,0.0,0.0,764.0,827.0,0.0,65.0,958.0,Rps11,Eif3i
ENSMUSP00000003521,ENSMUSP00000083722,0.0,0.0,0.0,969.0,990.0,0.0,652.0,999.0,Rps11,Rpl31
ENSMUSP00000003521,ENSMUSP00000140250,121.0,0.0,0.0,208.0,913.0,400.0,165.0,964.0,Rps11,Nop58
ENSMUSP00000003521,ENSMUSP00000041794,0.0,0.0,0.0,818.0,956.0,0.0,348.0,994.0,Rps11,Rpl39l
ENSMUSP00000003521,ENSMUSP00000041538,119.0,0.0,0.0,405.0,803.0,0.0,198.0,906.0,Rps11,Eif1
ENSMUSP00000003521,ENSMUSP00000048469,119.0,0.0,0.0,975.0,955.0,0.0,636.0,999.0,Rps11,Rpl10a
ENSMUSP00000003521,ENSMUSP00000028250,0.0,0.0,0.0,270.0,917.0,0.0,520.0,968.0,Rps11,Mrrf
ENSMUSP00000003521,ENSMUSP00000062011,84.0,0.0,0.0,577.0,513.0,0.0,172.0,822.0,Rps11,Svs3b
ENSMUSP00000003521,ENSMUSP00000029804,116.0,0.0,0.0,691.0,478.0,0.0,99.0,854.0,Rps11,Metap1
ENSMUSP00000003521,ENSMUSP00000073161,0.0,0.0,0.0,502.0,965.0,0.0,0.0,981.0,Rps11,Nsa2
ENSMUSP00000003521,ENSMUSP00000101006,47.0,0.0,0.0,795.0,0.0,0.0,78.0,803.0,Rps11,Atp5f1d
ENSMUSP00000003521,ENSMUSP00000095171,119.0,0.0,0.0,822.0,787.0,0.0,377.0,976.0,Rps11,Cd74
ENSMUSP00000003521,ENSMUSP00000058919,0.0,0.0,0.0,976.0,991.0,0.0,734.0,999.0,Rps11,Rpl37a
ENSMUSP00000003521,ENSMUSP00000023269,0.0,0.0,0.0,988.0,990.0,0.0,658.0,999.0,Rps11,Rpl24
ENSMUSP00000003521,ENSMUSP00000123506,116.0,29.0,0.0,728.0,713.0,0.0,319.0,946.0,Rps11,Flt3l
ENSMUSP00000003521,ENSMUSP00000024783,0.0,0.0,0.0,85.0,976.0,0.0,153.0,979.0,Rps11,Bysl
