protein1,protein2,neighborhood,fusion,cooccurence,coexpression,experimental,database,textmining,combined_score,symbol1,symbol2
ENSMUSP00000002101,ENSMUSP00000029748,0.0,0.0,0.0,44.0,0.0,800.0,176.0,828.0,Cd3g,Fcgr1
ENSMUSP00000002101,ENSMUSP00000027507,0.0,0.0,0.0,181.0,0.0,500.0,567.0,807.0,Cd3g,Pdcd1
ENSMUSP00000002101,ENSMUSP00000099443,0.0,0.0,0.0,310.0,0.0,900.0,155.0,936.0,Cd3g,Skap1
ENSMUSP00000002101,ENSMUSP00000079172,0.0,0.0,0.0,611.0,0.0,720.0,413.0,930.0,Cd3g,Cd6
ENSMUSP00000002101,ENSMUSP00000099896,0.0,0.0,273.0,973.0,816.0,900.0,988.0,999.0,Cd3g,Cd3e
ENSMUSP00000002101,ENSMUSP00000125777,0.0,0.0,0.0,635.0,87.0,500.0,440.0,894.0,Cd3g,Lck
ENSMUSP00000002112,ENSMUSP00000025804,0.0,0.0,0.0,55.0,537.0,500.0,274.0,819.0,Trappc6a,Rab1b
ENSMUSP00000002112,ENSMUSP00000021380,0.0,0.0,65.0,46.0,138.0,800.0,388.0,888.0,Trappc6a,Trappc6b
ENSMUSP00000002112,ENSMUSP00000087202,0.0,0.0,0.0,83.0,762.0,800.0,804.0,990.0,Trappc6a,Trappc9
ENSMUSP00000002112,ENSMUSP00000099661,0.0,0.0,0.0,105.0,833.0,800.0,997.0,999.0,Trappc6a,Trappc1
ENSMUSP00000002112,ENSMUSP00000047562,0.0,0.0,0.0,68.0,684.0,800.0,695.0,979.0,Trappc6a,Trappc11
ENSMUSP00000002112,ENSMUSP00000127330,0.0,0.0,0.0,47.0,537.0,500.0,702.0,925.0,Trappc6a,Rab1a
ENSMUSP00000002112,ENSMUSP00000034623,0.0,0.0,0.0,163.0,798.0,800.0,997.0,999.0,Trappc6a,Trappc4
ENSMUSP00000002112,ENSMUSP00000015157,0.0,0.0,0.0,185.0,803.0,800.0,867.0,995.0,Trappc6a,Trappc2l
ENSMUSP00000002112,ENSMUSP00000030660,0.0,0.0,0.0,121.0,968.0,800.0,979.0,999.0,Trappc6a,Trappc3
ENSMUSP00000002112,ENSMUSP00000022224,0.0,0.0,0.0,120.0,179.0,800.0,676.0,946.0,Trappc6a,Trappc13
ENSMUSP00000002112,ENSMUSP00000112195,0.0,0.0,0.0,84.0,653.0,800.0,997.0,999.0,Trappc6a,Trappc2
ENSMUSP00000002112,ENSMUSP00000020954,0.0,0.0,0.0,48.0,559.0,800.0,772.0,978.0,Trappc6a,Trappc12
ENSMUSP00000002112,ENSMUSP00000000384,0.0,0.0,0.0,44.0,766.0,800.0,774.0,988.0,Trappc6a,Trappc10
ENSMUSP00000002112,ENSMUSP00000153183,0.0,0.0,0.0,68.0,803.0,800.0,926.0,996.0,Trappc6a,Trappc8
ENSMUSP00000002112,ENSMUSP00000104726,0.0,0.0,0.0,93.0,653.0,540.0,316.0,887.0,Trappc6a,Trappc2b
ENSMUSP00000002112,ENSMUSP00000093432,0.0,0.0,0.0,103.0,649.0,540.0,413.0,903.0,Trappc6a,Trappc3l
ENSMUSP00000002112,ENSMUSP00000146674,0.0,0.0,0.0,57.0,796.0,800.0,997.0,999.0,Trappc6a,Trappc5
ENSMUSP00000002121,ENSMUSP00000147164,0.0,0.0,0.0,500.0,978.0,540.0,974.0,999.0,Supt6,Supt5
ENSMUSP00000002121,ENSMUSP00000077232,0.0,0.0,0.0,53.0,0.0,800.0,225.0,840.0,Supt6,Mllt3
ENSMUSP00000002121,ENSMUSP00000038043,0.0,0.0,0.0,69.0,717.0,0.0,350.0,813.0,Supt6,2300002M23Rik
ENSMUSP00000002121,ENSMUSP00000004786,0.0,0.0,0.0,53.0,861.0,0.0,590.0,941.0,Supt6,Polr2e
ENSMUSP00000002121,ENSMUSP00000091487,0.0,0.0,0.0,59.0,912.0,540.0,632.0,984.0,Supt6,Supt4a
ENSMUSP00000002121,ENSMUSP00000051479,0.0,0.0,0.0,172.0,0.0,800.0,250.0,865.0,Supt6,Aff4
ENSMUSP00000002121,ENSMUSP00000018337,0.0,0.0,0.0,126.0,825.0,540.0,671.0,973.0,Supt6,Cdc73
ENSMUSP00000002121,ENSMUSP00000076971,0.0,0.0,0.0,158.0,766.0,540.0,795.0,978.0,Supt6,Ssrp1
ENSMUSP00000002121,ENSMUSP00000038505,0.0,0.0,0.0,48.0,825.0,0.0,57.0,829.0,Supt6,Polr2j
ENSMUSP00000002121,ENSMUSP00000038938,0.0,0.0,0.0,52.0,0.0,800.0,498.0,896.0,Supt6,Ctdp1
ENSMUSP00000002121,ENSMUSP00000028767,0.0,0.0,0.0,136.0,825.0,540.0,755.0,980.0,Supt6,Rtf1
ENSMUSP00000002121,ENSMUSP00000022446,0.0,0.0,0.0,72.0,0.0,800.0,0.0,806.0,Supt6,Eaf1
ENSMUSP00000002121,ENSMUSP00000079670,0.0,0.0,0.0,0.0,415.0,0.0,928.0,956.0,Supt6,H3c8
ENSMUSP00000002121,ENSMUSP00000036013,0.0,0.0,0.0,197.0,93.0,540.0,555.0,831.0,Supt6,Cdk13
ENSMUSP00000002121,ENSMUSP00000043204,0.0,0.0,0.0,58.0,828.0,0.0,48.0,832.0,Supt6,Polr2l
ENSMUSP00000002121,ENSMUSP00000066256,0.0,0.0,0.0,144.0,534.0,540.0,94.0,811.0,Supt6,Ercc6
ENSMUSP00000002121,ENSMUSP00000005749,0.0,0.0,0.0,310.0,827.0,540.0,838.0,989.0,Supt6,Ctr9
ENSMUSP00000002121,ENSMUSP00000046905,0.0,0.0,0.0,90.0,979.0,540.0,712.0,997.0,Supt6,Leo1
ENSMUSP00000002121,ENSMUSP00000113560,0.0,0.0,0.0,44.0,534.0,540.0,270.0,830.0,Supt6,Skic8
ENSMUSP00000002121,ENSMUSP00000093980,0.0,0.0,0.0,53.0,832.0,0.0,569.0,925.0,Supt6,Polr2g
ENSMUSP00000002121,ENSMUSP00000116313,42.0,0.0,0.0,214.0,305.0,0.0,817.0,891.0,Supt6,Setd2
ENSMUSP00000002121,ENSMUSP00000091163,0.0,0.0,0.0,85.0,0.0,800.0,252.0,851.0,Supt6,Ell
ENSMUSP00000002121,ENSMUSP00000031167,0.0,0.0,0.0,186.0,832.0,0.0,763.0,964.0,Supt6,Polr2b
ENSMUSP00000002121,ENSMUSP00000021513,0.0,0.0,0.0,0.0,942.0,0.0,0.0,942.0,Supt6,Gsc
ENSMUSP00000002121,ENSMUSP00000155332,0.0,0.0,0.0,52.0,831.0,0.0,609.0,931.0,Supt6,Polr2f
ENSMUSP00000002121,ENSMUSP00000074994,0.0,0.0,0.0,0.0,415.0,0.0,928.0,956.0,Supt6,H3c7
ENSMUSP00000002121,ENSMUSP00000042283,0.0,0.0,0.0,290.0,822.0,540.0,872.0,991.0,Supt6,Supt16
ENSMUSP00000002121,ENSMUSP00000051968,0.0,0.0,0.0,0.0,829.0,0.0,231.0,862.0,Supt6,Polr2k
ENSMUSP00000002121,ENSMUSP00000128173,0.0,0.0,0.0,47.0,668.0,540.0,355.0,893.0,Supt6,Elof1
ENSMUSP00000002121,ENSMUSP00000025243,0.0,0.0,0.0,246.0,982.0,800.0,997.0,999.0,Supt6,Iws1
ENSMUSP00000002121,ENSMUSP00000102062,0.0,0.0,0.0,47.0,415.0,0.0,928.0,956.0,Supt6,H3f3b
ENSMUSP00000002121,ENSMUSP00000050771,0.0,0.0,0.0,159.0,978.0,0.0,880.0,997.0,Supt6,Polr2a
ENSMUSP00000002121,ENSMUSP00000035245,0.0,0.0,0.0,150.0,730.0,0.0,373.0,843.0,Supt6,Cinp
ENSMUSP00000002121,ENSMUSP00000129157,0.0,0.0,0.0,58.0,659.0,800.0,340.0,951.0,Supt6,Tcea1
ENSMUSP00000002121,ENSMUSP00000105147,0.0,0.0,0.0,54.0,913.0,0.0,758.0,978.0,Supt6,Polr2c
ENSMUSP00000002121,ENSMUSP00000021405,0.0,0.0,0.0,45.0,825.0,0.0,136.0,843.0,Supt6,Polr2h
ENSMUSP00000002121,ENSMUSP00000034737,0.0,0.0,0.0,69.0,717.0,0.0,350.0,813.0,Supt6,Khdc3
ENSMUSP00000002121,ENSMUSP00000110477,0.0,0.0,0.0,56.0,0.0,800.0,0.0,803.0,Supt6,Eaf2
ENSMUSP00000002121,ENSMUSP00000103162,0.0,0.0,0.0,215.0,93.0,540.0,589.0,847.0,Supt6,Cdk12
ENSMUSP00000002121,ENSMUSP00000107232,0.0,0.0,0.0,132.0,766.0,0.0,447.0,877.0,Supt6,Tnks1bp1
ENSMUSP00000002121,ENSMUSP00000003529,0.0,0.0,0.0,115.0,830.0,540.0,148.0,933.0,Supt6,Paf1
ENSMUSP00000002121,ENSMUSP00000019882,0.0,0.0,0.0,59.0,822.0,0.0,137.0,842.0,Supt6,Polr2i
ENSMUSP00000002121,ENSMUSP00000025106,0.0,0.0,0.0,43.0,907.0,0.0,358.0,937.0,Supt6,Polr2d
ENSMUSP00000002121,ENSMUSP00000025053,0.0,0.0,0.0,61.0,0.0,800.0,360.0,869.0,Supt6,Mllt1
ENSMUSP00000002133,ENSMUSP00000126828,0.0,0.0,0.0,194.0,556.0,720.0,687.0,964.0,Sdf2,Dnajb11
ENSMUSP00000002133,ENSMUSP00000047335,0.0,0.0,0.0,0.0,0.0,720.0,524.0,861.0,Sdf2,Spag1
ENSMUSP00000002152,ENSMUSP00000022806,0.0,0.0,0.0,52.0,492.0,720.0,757.0,962.0,Bbc3,Bcl2l2
ENSMUSP00000002152,ENSMUSP00000108371,0.0,0.0,0.0,52.0,767.0,900.0,992.0,999.0,Bbc3,Bcl2
ENSMUSP00000002152,ENSMUSP00000033093,0.0,0.0,0.0,90.0,277.0,720.0,772.0,952.0,Bbc3,Bax
ENSMUSP00000002152,ENSMUSP00000155083,0.0,0.0,0.0,0.0,0.0,720.0,652.0,898.0,Bbc3,Bik
ENSMUSP00000002152,ENSMUSP00000105445,0.0,0.0,0.0,52.0,717.0,900.0,976.0,999.0,Bbc3,Bcl2l1
ENSMUSP00000002152,ENSMUSP00000096086,0.0,0.0,0.0,52.0,959.0,0.0,519.0,980.0,Bbc3,Bcl2a1a
ENSMUSP00000002152,ENSMUSP00000105970,0.0,0.0,0.0,46.0,0.0,900.0,739.0,972.0,Bbc3,Bcl2l11
ENSMUSP00000002152,ENSMUSP00000077757,0.0,0.0,0.0,90.0,277.0,720.0,784.0,954.0,Bbc3,Bak1
ENSMUSP00000002152,ENSMUSP00000025399,0.0,0.0,0.0,44.0,0.0,900.0,837.0,983.0,Bbc3,Pmaip1
ENSMUSP00000002152,ENSMUSP00000104298,0.0,0.0,0.0,0.0,482.0,0.0,788.0,885.0,Bbc3,Trp53
ENSMUSP00000002152,ENSMUSP00000044048,0.0,0.0,0.0,55.0,954.0,720.0,867.0,998.0,Bbc3,Mcl1
ENSMUSP00000002152,ENSMUSP00000004560,0.0,0.0,0.0,0.0,0.0,900.0,666.0,965.0,Bbc3,Bid
ENSMUSP00000002172,ENSMUSP00000025617,0.0,0.0,0.0,0.0,0.0,900.0,124.0,908.0,Acp2,Rfk
ENSMUSP00000002172,ENSMUSP00000043092,0.0,0.0,0.0,0.0,0.0,900.0,0.0,900.0,Acp2,Blvrb
ENSMUSP00000002172,ENSMUSP00000150903,0.0,0.0,0.0,59.0,0.0,900.0,528.0,951.0,Acp2,Acp5
ENSMUSP00000002172,ENSMUSP00000122252,0.0,0.0,0.0,57.0,0.0,900.0,0.0,901.0,Acp2,Flad1
ENSMUSP00000002172,ENSMUSP00000020169,0.0,0.0,0.0,0.0,0.0,900.0,192.0,915.0,Acp2,Enpp3
ENSMUSP00000002172,ENSMUSP00000114273,0.0,0.0,0.0,46.0,0.0,900.0,152.0,912.0,Acp2,Enpp1
ENSMUSP00000002180,ENSMUSP00000068468,0.0,0.0,0.0,301.0,0.0,900.0,652.0,973.0,Spi1,Itgam
ENSMUSP00000002180,ENSMUSP00000021506,0.0,0.0,0.0,47.0,0.0,0.0,844.0,844.0,Spi1,Serpina3n
ENSMUSP00000002180,ENSMUSP00000075992,0.0,0.0,0.0,264.0,0.0,0.0,824.0,864.0,Spi1,Ikzf1
ENSMUSP00000002180,ENSMUSP00000110923,0.0,0.0,0.0,479.0,0.0,900.0,705.0,983.0,Spi1,Csf1r
ENSMUSP00000002180,ENSMUSP00000101768,0.0,0.0,0.0,408.0,82.0,750.0,627.0,942.0,Spi1,Csf3r
ENSMUSP00000002180,ENSMUSP00000015749,0.0,0.0,0.0,0.0,0.0,800.0,207.0,834.0,Spi1,Srf
ENSMUSP00000002180,ENSMUSP00000118997,0.0,0.0,0.0,51.0,292.0,0.0,761.0,825.0,Spi1,Cbfa2t3
ENSMUSP00000002180,ENSMUSP00000016231,0.0,0.0,0.0,116.0,47.0,800.0,153.0,838.0,Spi1,Fli1
ENSMUSP00000002180,ENSMUSP00000039041,0.0,0.0,0.0,76.0,0.0,900.0,670.0,966.0,Spi1,Flt3
ENSMUSP00000002180,ENSMUSP00000082816,0.0,0.0,0.0,47.0,292.0,900.0,171.0,936.0,Spi1,Pml
ENSMUSP00000002180,ENSMUSP00000130979,0.0,0.0,0.0,0.0,0.0,0.0,848.0,848.0,Spi1,Serpina3m
ENSMUSP00000002180,ENSMUSP00000100041,0.0,0.0,0.0,0.0,344.0,0.0,784.0,851.0,Spi1,Gata3
ENSMUSP00000002180,ENSMUSP00000014174,0.0,0.0,0.0,85.0,0.0,0.0,810.0,818.0,Spi1,Pax5
ENSMUSP00000002180,ENSMUSP00000000299,0.0,0.0,0.0,417.0,0.0,0.0,736.0,839.0,Spi1,Itgb2
ENSMUSP00000002180,ENSMUSP00000082125,0.0,0.0,0.0,0.0,0.0,0.0,850.0,850.0,Spi1,Serpina3c
ENSMUSP00000002180,ENSMUSP00000143029,0.0,0.0,0.0,0.0,0.0,0.0,965.0,965.0,Spi1,Tet2
ENSMUSP00000002180,ENSMUSP00000033502,0.0,0.0,0.0,48.0,267.0,0.0,985.0,988.0,Spi1,Gata1
ENSMUSP00000002180,ENSMUSP00000069744,0.0,0.0,0.0,61.0,82.0,900.0,675.0,968.0,Spi1,Rara
ENSMUSP00000002180,ENSMUSP00000040245,0.0,0.0,0.0,308.0,196.0,0.0,996.0,997.0,Spi1,Irf8
ENSMUSP00000002180,ENSMUSP00000044938,0.0,0.0,0.0,66.0,82.0,0.0,838.0,848.0,Spi1,Mitf
ENSMUSP00000002180,ENSMUSP00000102711,0.0,0.0,0.0,0.0,292.0,0.0,991.0,993.0,Spi1,Jun
ENSMUSP00000002180,ENSMUSP00000021674,0.0,0.0,0.0,0.0,82.0,0.0,907.0,910.0,Spi1,Fos
ENSMUSP00000002180,ENSMUSP00000127109,0.0,0.0,0.0,0.0,0.0,900.0,358.0,933.0,Spi1,Runx1t1
ENSMUSP00000002180,ENSMUSP00000139699,0.0,0.0,0.0,0.0,0.0,800.0,707.0,938.0,Spi1,Myb
ENSMUSP00000002180,ENSMUSP00000023673,0.0,0.0,0.0,114.0,67.0,900.0,874.0,988.0,Spi1,Runx1
ENSMUSP00000002180,ENSMUSP00000023151,0.0,0.0,0.0,0.0,82.0,0.0,808.0,816.0,Spi1,Bcl6
ENSMUSP00000002180,ENSMUSP00000042095,0.0,0.0,0.0,0.0,0.0,0.0,876.0,876.0,Spi1,Serpina3k
ENSMUSP00000002180,ENSMUSP00000021784,0.0,0.0,0.0,203.0,538.0,0.0,983.0,993.0,Spi1,Irf4
ENSMUSP00000002180,ENSMUSP00000104548,0.0,0.0,0.0,252.0,132.0,0.0,938.0,956.0,Spi1,Irf1
ENSMUSP00000002180,ENSMUSP00000030489,0.0,0.0,0.0,143.0,0.0,800.0,748.0,953.0,Spi1,Tal1
ENSMUSP00000002180,ENSMUSP00000056669,0.0,0.0,0.0,205.0,0.0,900.0,363.0,944.0,Spi1,Cd14
ENSMUSP00000002180,ENSMUSP00000015197,0.0,0.0,0.0,0.0,196.0,800.0,880.0,979.0,Spi1,Gata2
ENSMUSP00000002180,ENSMUSP00000020991,0.0,0.0,0.0,0.0,82.0,0.0,909.0,912.0,Spi1,Dnmt3a
ENSMUSP00000002180,ENSMUSP00000029748,0.0,0.0,0.0,215.0,0.0,900.0,360.0,945.0,Spi1,Fcgr1
ENSMUSP00000002180,ENSMUSP00000041250,0.0,0.0,0.0,73.0,0.0,0.0,875.0,879.0,Spi1,Serpina3g
ENSMUSP00000002180,ENSMUSP00000032800,0.0,0.0,0.0,497.0,0.0,0.0,683.0,833.0,Spi1,Tyrobp
ENSMUSP00000002180,ENSMUSP00000066789,0.0,0.0,0.0,0.0,510.0,0.0,620.0,805.0,Spi1,Ep300
ENSMUSP00000002180,ENSMUSP00000096129,0.0,0.0,0.0,188.0,111.0,700.0,962.0,990.0,Spi1,Cebpa
ENSMUSP00000002198,ENSMUSP00000100771,0.0,0.0,0.0,67.0,919.0,720.0,806.0,995.0,Sf3a1,Sf3b5
ENSMUSP00000002198,ENSMUSP00000004200,0.0,0.0,0.0,121.0,825.0,0.0,232.0,871.0,Sf3a1,Cwc15
ENSMUSP00000002198,ENSMUSP00000087372,0.0,0.0,0.0,123.0,803.0,720.0,312.0,962.0,Sf3a1,Mfap1a
ENSMUSP00000002198,ENSMUSP00000030734,0.0,0.0,0.0,488.0,982.0,900.0,968.0,999.0,Sf3a1,Sf3a3
ENSMUSP00000002198,ENSMUSP00000075709,0.0,0.0,0.0,170.0,978.0,720.0,799.0,998.0,Sf3a1,Sf3b4
ENSMUSP00000002198,ENSMUSP00000124476,0.0,0.0,0.0,90.0,803.0,0.0,0.0,813.0,Sf3a1,Tcerg1l
ENSMUSP00000002198,ENSMUSP00000003450,0.0,0.0,0.0,50.0,631.0,0.0,537.0,823.0,Sf3a1,Ddx23
ENSMUSP00000002198,ENSMUSP00000096003,0.0,0.0,0.0,123.0,978.0,540.0,185.0,991.0,Sf3a1,Snrpn
ENSMUSP00000002198,ENSMUSP00000002529,0.0,0.0,0.0,229.0,978.0,720.0,424.0,996.0,Sf3a1,Prpf6
ENSMUSP00000002198,ENSMUSP00000091840,0.0,0.0,0.0,118.0,822.0,720.0,446.0,972.0,Sf3a1,Snu13
ENSMUSP00000002198,ENSMUSP00000021306,0.0,0.0,0.0,367.0,867.0,720.0,552.0,988.0,Sf3a1,Eftud2
ENSMUSP00000002198,ENSMUSP00000147013,0.0,0.0,0.0,288.0,368.0,720.0,779.0,968.0,Sf3a1,U2af2
ENSMUSP00000002198,ENSMUSP00000030014,0.0,0.0,0.0,382.0,661.0,0.0,490.0,883.0,Sf3a1,Ncbp1
ENSMUSP00000002198,ENSMUSP00000138536,0.0,0.0,0.0,57.0,727.0,720.0,364.0,948.0,Sf3a1,Rnf113a2
ENSMUSP00000002198,ENSMUSP00000099509,0.0,0.0,0.0,294.0,978.0,720.0,641.0,998.0,Sf3a1,Snrnp200
ENSMUSP00000002198,ENSMUSP00000128400,0.0,0.0,0.0,111.0,894.0,720.0,592.0,987.0,Sf3a1,Snrpe
ENSMUSP00000002198,ENSMUSP00000078207,0.0,0.0,0.0,136.0,534.0,720.0,90.0,883.0,Sf3a1,Prpf38a
ENSMUSP00000002198,ENSMUSP00000044305,0.0,0.0,0.0,73.0,832.0,0.0,651.0,940.0,Sf3a1,Cdc40
ENSMUSP00000002198,ENSMUSP00000001419,0.0,0.0,0.0,69.0,827.0,720.0,0.0,950.0,Sf3a1,Zmat2
ENSMUSP00000002198,ENSMUSP00000115320,0.0,0.0,0.0,115.0,706.0,720.0,0.0,920.0,Sf3a1,Txnl4a
ENSMUSP00000002198,ENSMUSP00000115869,0.0,0.0,0.0,44.0,470.0,540.0,804.0,948.0,Sf3a1,Prpf40b
ENSMUSP00000002198,ENSMUSP00000033433,0.0,0.0,0.0,53.0,824.0,720.0,325.0,964.0,Sf3a1,Rbmx2
ENSMUSP00000002198,ENSMUSP00000074160,0.0,0.0,0.0,137.0,416.0,540.0,444.0,854.0,Sf3a1,Snrnp70
ENSMUSP00000002198,ENSMUSP00000079228,0.0,0.0,0.0,267.0,767.0,0.0,553.0,916.0,Sf3a1,Snrpa
ENSMUSP00000002198,ENSMUSP00000001818,0.0,0.0,0.0,225.0,870.0,0.0,358.0,929.0,Sf3a1,Crnkl1
ENSMUSP00000002198,ENSMUSP00000022228,0.0,0.0,0.0,71.0,860.0,720.0,315.0,971.0,Sf3a1,Cwc27
ENSMUSP00000002198,ENSMUSP00000002551,0.0,0.0,0.0,66.0,974.0,720.0,561.0,996.0,Sf3a1,Snrpd1
ENSMUSP00000002198,ENSMUSP00000081572,0.0,0.0,0.0,287.0,913.0,720.0,239.0,985.0,Sf3a1,Prpf4
ENSMUSP00000002198,ENSMUSP00000045073,0.0,0.0,0.0,477.0,973.0,720.0,861.0,999.0,Sf3a1,Sf3b3
ENSMUSP00000002198,ENSMUSP00000117160,0.0,0.0,0.0,173.0,978.0,900.0,981.0,999.0,Sf3a1,Sf3a2
ENSMUSP00000002198,ENSMUSP00000031061,0.0,0.0,0.0,418.0,497.0,500.0,567.0,928.0,Sf3a1,Dhx15
ENSMUSP00000002198,ENSMUSP00000057238,0.0,0.0,0.0,49.0,822.0,720.0,260.0,960.0,Sf3a1,Lsm8
ENSMUSP00000002198,ENSMUSP00000023117,0.0,0.0,0.0,171.0,832.0,720.0,769.0,989.0,Sf3a1,Phf5a
ENSMUSP00000002198,ENSMUSP00000136858,0.0,0.0,0.0,150.0,978.0,0.0,499.0,989.0,Sf3a1,Prpf19
ENSMUSP00000002198,ENSMUSP00000158288,0.0,0.0,0.0,299.0,857.0,0.0,87.0,900.0,Sf3a1,Tcerg1
ENSMUSP00000002198,ENSMUSP00000112953,0.0,0.0,0.0,73.0,416.0,540.0,359.0,818.0,Sf3a1,Prpf39
ENSMUSP00000002198,ENSMUSP00000008477,0.0,0.0,0.0,166.0,767.0,720.0,238.0,952.0,Sf3a1,Snrpb2
ENSMUSP00000002198,ENSMUSP00000008517,0.0,0.0,0.0,259.0,830.0,720.0,401.0,976.0,Sf3a1,Prpf31
ENSMUSP00000002198,ENSMUSP00000117947,0.0,0.0,0.0,151.0,978.0,720.0,565.0,997.0,Sf3a1,Snrpa1
ENSMUSP00000002198,ENSMUSP00000041831,0.0,0.0,0.0,291.0,471.0,500.0,493.0,892.0,Sf3a1,Rbm17
ENSMUSP00000002198,ENSMUSP00000037597,0.0,0.0,0.0,134.0,880.0,720.0,356.0,978.0,Sf3a1,Snrpd2
ENSMUSP00000002198,ENSMUSP00000020397,0.0,0.0,0.0,137.0,827.0,720.0,316.0,967.0,Sf3a1,Snrpd3
ENSMUSP00000002198,ENSMUSP00000107908,0.0,0.0,0.0,98.0,258.0,0.0,737.0,808.0,Sf3a1,Zrsr2
ENSMUSP00000002198,ENSMUSP00000014684,0.0,0.0,0.0,119.0,258.0,0.0,774.0,839.0,Sf3a1,U2af1
ENSMUSP00000002198,ENSMUSP00000148273,0.0,0.0,0.0,447.0,175.0,500.0,239.0,802.0,Sf3a1,Cherp
ENSMUSP00000002198,ENSMUSP00000025292,0.0,0.0,0.0,221.0,864.0,720.0,410.0,980.0,Sf3a1,Dhx16
ENSMUSP00000002198,ENSMUSP00000126565,0.0,0.0,0.0,61.0,822.0,720.0,81.0,951.0,Sf3a1,Lsm5
ENSMUSP00000002198,ENSMUSP00000121309,0.0,0.0,0.0,335.0,978.0,0.0,421.0,990.0,Sf3a1,Sf1
ENSMUSP00000002198,ENSMUSP00000021428,0.0,0.0,0.0,179.0,913.0,0.0,480.0,959.0,Sf3a1,Snw1
ENSMUSP00000002198,ENSMUSP00000125564,0.0,0.0,0.0,59.0,822.0,0.0,426.0,895.0,Sf3a1,Bud31
ENSMUSP00000002198,ENSMUSP00000025506,0.0,0.0,0.0,126.0,825.0,0.0,274.0,879.0,Sf3a1,Rbm22
ENSMUSP00000002198,ENSMUSP00000085993,0.0,0.0,0.0,67.0,810.0,720.0,302.0,960.0,Sf3a1,Srrm2
ENSMUSP00000002198,ENSMUSP00000007266,0.0,0.0,0.0,79.0,825.0,720.0,220.0,960.0,Sf3a1,Lsm2
ENSMUSP00000002198,ENSMUSP00000018449,0.0,0.0,0.0,244.0,933.0,720.0,718.0,995.0,Sf3a1,Prpf8
ENSMUSP00000002198,ENSMUSP00000055254,0.0,0.0,0.0,46.0,416.0,540.0,392.0,823.0,Sf3a1,Luc7l2
ENSMUSP00000002198,ENSMUSP00000042569,0.0,0.0,0.0,47.0,727.0,720.0,364.0,947.0,Sf3a1,Rnf113a1
ENSMUSP00000002198,ENSMUSP00000043662,0.0,0.0,0.0,109.0,701.0,540.0,625.0,947.0,Sf3a1,Sf3b6
ENSMUSP00000002198,ENSMUSP00000075655,0.0,0.0,0.0,295.0,479.0,540.0,379.0,881.0,Sf3a1,Prpf40a
ENSMUSP00000002198,ENSMUSP00000034311,0.0,0.0,0.0,63.0,850.0,720.0,211.0,964.0,Sf3a1,Lsm4
ENSMUSP00000002198,ENSMUSP00000015892,0.0,0.0,0.0,276.0,829.0,720.0,554.0,982.0,Sf3a1,Prpf3
ENSMUSP00000002198,ENSMUSP00000119841,0.0,0.0,0.0,54.0,825.0,720.0,0.0,949.0,Sf3a1,Lsm6
ENSMUSP00000002198,ENSMUSP00000120595,0.0,0.0,0.0,278.0,560.0,0.0,720.0,903.0,Sf3a1,Srsf1
ENSMUSP00000002198,ENSMUSP00000044993,0.0,0.0,0.0,58.0,825.0,720.0,168.0,956.0,Sf3a1,Lsm7
ENSMUSP00000002198,ENSMUSP00000027127,0.0,0.0,0.0,354.0,944.0,720.0,835.0,998.0,Sf3a1,Sf3b1
ENSMUSP00000002198,ENSMUSP00000114968,0.0,0.0,0.0,169.0,873.0,0.0,529.0,945.0,Sf3a1,Plrg1
ENSMUSP00000002198,ENSMUSP00000023460,0.0,0.0,0.0,120.0,978.0,0.0,172.0,982.0,Sf3a1,Ncbp2
ENSMUSP00000002198,ENSMUSP00000022601,0.0,0.0,0.0,58.0,724.0,720.0,76.0,923.0,Sf3a1,Wbp4
ENSMUSP00000002198,ENSMUSP00000156707,0.0,0.0,0.0,145.0,569.0,360.0,444.0,851.0,Sf3a1,Snrpc
ENSMUSP00000002198,ENSMUSP00000137189,0.0,0.0,0.0,0.0,757.0,0.0,255.0,811.0,Sf3a1,Actmap
ENSMUSP00000002198,ENSMUSP00000060721,0.0,0.0,0.0,53.0,827.0,720.0,276.0,962.0,Sf3a1,Snip1
ENSMUSP00000002198,ENSMUSP00000086027,0.0,0.0,0.0,116.0,559.0,540.0,555.0,909.0,Sf3a1,Htatsf1
ENSMUSP00000002198,ENSMUSP00000047865,0.0,0.0,0.0,140.0,292.0,400.0,568.0,821.0,Sf3a1,Dhx38
ENSMUSP00000002198,ENSMUSP00000035553,0.0,0.0,0.0,0.0,757.0,0.0,244.0,808.0,Sf3a1,Wdr25
ENSMUSP00000002198,ENSMUSP00000061913,0.0,0.0,0.0,0.0,771.0,0.0,191.0,806.0,Sf3a1,Lsm10
ENSMUSP00000002198,ENSMUSP00000019614,0.0,0.0,0.0,341.0,919.0,0.0,418.0,966.0,Sf3a1,Xab2
ENSMUSP00000002198,ENSMUSP00000074490,0.0,0.0,0.0,58.0,824.0,720.0,533.0,975.0,Sf3a1,Bud13
ENSMUSP00000002198,ENSMUSP00000044178,0.0,0.0,0.0,65.0,822.0,720.0,285.0,962.0,Sf3a1,Lsm3
ENSMUSP00000002198,ENSMUSP00000030730,0.0,0.0,0.0,54.0,802.0,0.0,65.0,809.0,Sf3a1,Trnau1ap
ENSMUSP00000002198,ENSMUSP00000049548,0.0,0.0,0.0,116.0,803.0,720.0,320.0,962.0,Sf3a1,Mfap1b
